Company/Bond,Quarter,Rating,Ending Date,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Number Rating,Rating Change
"Medtronic, Inc Senior Unsecured",Q4 2014,A2,41754,-0.48,2.99,-0.58,7.5,6.41,5.39,102,51.24,53.05,32.88,27.19,61.35,38.02,31.44,6,0
"Medtronic, Inc Senior Unsecured",Q1 2015,A3,41845,-0.24,3.29,-0.3,13.96,12.7,11.74,97,51.25,53.63,32.21,27.49,66.5,39.94,34.08,7,1
"Medtronic, Inc Senior Unsecured",Q2 2015,A3,41936,-0.17,3.59,-0.21,13.84,12.63,11.63,94,50.12,49.94,29.32,25.03,70.37,41.3,35.27,7,0
"Medtronic, Inc Senior Unsecured",Q3 2015,A3,42027,-0.47,7.06,-0.57,8.55,7.95,7.38,176,36.52,132.06,54.37,48.23,142.89,58.83,52.19,7,0
"Medtronic, Inc Senior Unsecured",Q4 2015,A3,42118,3.21,9.27,4.28,3.51,2.64,1.25,299,49.89,63.41,37.75,31.64,67.98,40.47,33.92,7,0
"Medtronic, Inc Senior Unsecured",Q2 2014,A3,41572,-0.05,2.54,-0.06,14.68,13.44,12.44,95,51.4,51.41,31.06,26.43,65.54,39.59,33.68,7,0
"Medtronic, Inc Senior Unsecured",Q3 2014,A3,41663,-0.26,2.64,-0.31,13.47,12.3,11.14,92,51.98,49.61,30.41,25.79,63.13,38.7,32.82,7,0
"Medtronic, Inc Senior Unsecured",Q4 2014,A3,41754,-0.48,2.99,-0.58,7.5,6.41,5.39,102,51.24,53.05,32.88,27.19,61.35,38.02,31.44,7,0
"Medtronic, Inc Senior Unsecured",Q1 2015,A3,41845,-0.24,3.29,-0.3,13.96,12.7,11.74,97,51.25,53.63,32.21,27.49,66.5,39.94,34.08,7,0
"Medtronic, Inc Senior Unsecured",Q2 2015,A3,41936,-0.17,3.59,-0.21,13.84,12.63,11.63,94,50.12,49.94,29.32,25.03,70.37,41.3,35.27,7,0
"Medtronic, Inc Senior Unsecured",Q3 2015,A3,42027,-0.47,7.06,-0.57,8.55,7.95,7.38,176,36.52,132.06,54.37,48.23,142.89,58.83,52.19,7,0
"Medtronic, Inc Senior Unsecured",Q4 2015,A3,42118,3.21,9.27,4.28,3.51,2.64,1.25,299,49.89,63.41,37.75,31.64,67.98,40.47,33.92,7,0
"Medtronic, Inc Senior Unsecured",Q1 2016,A3,42216,3.09,9.13,4.51,5.99,5.25,3.7,306,50.47,63.83,38.15,32.22,67.34,40.24,33.99,7,0
"Medtronic, Inc Senior Unsecured",Q2 2016,A3,42307,2.92,8.74,4.54,6.16,5.48,4.01,324,49.81,64.46,38.23,32.1,68.58,40.68,34.16,7,0
"Medtronic, Inc Senior Unsecured",Q3 2016,A3,42398,2.67,8.62,4.46,7.53,6.63,4.93,275,49.48,66.28,38.87,32.79,70.52,41.35,34.89,7,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
